date,precipitation,temp_max,temp_min,wind,climate
01-05-2013,0,18.3,3.3,3.1,sunny
02-05-2013,0,20.6,6.7,4,sunny
03-05-2013,0,21.7,9.4,4.9,sunny
04-05-2013,0,25,11.1,6.5,sunny
05-05-2013,0,28.9,11.7,5.3,sunny
06-05-2013,0,30.6,12.2,2,sunny
07-05-2013,0,20.6,11.1,3.3,sunny
08-05-2013,0,19.4,11.1,1.9,sunny
09-05-2013,0,22.8,10,1.3,sunny
10-05-2013,0,26.1,9.4,1,sunny
11-05-2013,0,27.2,12.2,2.6,sunny
12-05-2013,6.6,21.7,13.9,3.9,rainy
13-05-2013,3.3,18.9,9.4,5,rainy
14-05-2013,0,18.3,7.8,2.4,sunny
15-05-2013,1,17.2,8.9,2.3,rainy
16-05-2013,0,21.7,12.2,2.7,foggy
17-05-2013,0.5,17.2,11.7,3.7,rainy
18-05-2013,0,16.7,11.1,2.9,sunny
19-05-2013,0,18.3,10.6,2.3,sunny
20-05-2013,0,19.4,9.4,1.8,sunny
21-05-2013,13.7,15.6,8.3,4.8,rainy
22-05-2013,13.7,11.1,7.2,3,rainy
23-05-2013,4.1,12.2,6.7,1.9,rainy
24-05-2013,0.3,16.7,8.9,2.7,rainy
25-05-2013,0,17.8,10,2.7,sunny
26-05-2013,1.5,18.3,10.6,2.2,rainy
27-05-2013,9.7,16.7,11.1,3.1,rainy
28-05-2013,0.5,17.2,11.7,2.8,rainy
29-05-2013,5.6,16.1,9.4,4,rainy
30-05-2013,0,16.7,9.4,5.3,sunny
31-05-2013,0,19.4,11.1,2.5,sunny
01-06-2013,0,22.8,12.2,2.5,sunny
02-06-2013,1,20.6,12.2,3.1,rainy
03-06-2013,0,22.2,11.1,2.9,sunny
04-06-2013,0,26.1,12.2,3.4,sunny
05-06-2013,0,26.7,14.4,3.1,sunny
06-06-2013,0,26.7,12.2,2.5,sunny
07-06-2013,0,21.7,13.3,3.2,sunny
08-06-2013,0,20.6,12.8,3.1,sunny
09-06-2013,0,20.6,11.1,3.7,sunny
10-06-2013,0,21.7,11.7,3.2,sunny
11-06-2013,0,20,10,5.7,sunny
12-06-2013,0.3,20.6,11.7,4.2,rainy
13-06-2013,0,21.1,11.7,2.6,sunny
14-06-2013,0,20,12.2,3.7,sunny
15-06-2013,0,25.6,10,2.9,sunny
16-06-2013,0,23.9,12.8,3.4,sunny
17-06-2013,0,25.6,13.9,3,sunny
18-06-2013,0.3,23.3,13.3,3.4,rainy
19-06-2013,0,20,12.8,3.7,sunny
20-06-2013,3,17.2,12.8,5,rainy
21-06-2013,0.3,20.6,12.2,1.5,rainy
22-06-2013,0,25.6,11.7,1.7,sunny
23-06-2013,7.9,22.2,15,2.1,rainy
24-06-2013,4.8,21.1,13.9,3.7,rainy
25-06-2013,9.9,23.3,14.4,2.8,rainy
26-06-2013,2,22.2,15,2.3,rainy
27-06-2013,3.6,21.1,16.7,1.3,rainy
28-06-2013,0,30.6,16.1,2.2,sunny
29-06-2013,0,30,18.3,1.7,sunny
30-06-2013,0,33.9,17.2,2.5,sunny
01-07-2013,0,31.7,18.3,2.3,sunny
02-07-2013,0,28.3,15.6,3,sunny
03-07-2013,0,26.1,16.7,3.2,sunny
04-07-2013,0,21.7,13.9,2.2,foggy
05-07-2013,0,23.3,13.9,2.6,sunny
06-07-2013,0,26.1,13.3,2.2,sunny
07-07-2013,0,23.9,13.9,2.9,sunny
08-07-2013,0,26.7,13.3,2.8,sunny
09-07-2013,0,30,15,2.5,sunny
10-07-2013,0,22.2,13.9,2.6,sunny
11-07-2013,0,22.8,12.2,3,sunny
12-07-2013,0,19.4,13.3,2.2,sunny
13-07-2013,0,26.1,11.1,3.1,sunny
14-07-2013,0,27.8,12.8,3,sunny
15-07-2013,0,27.8,14.4,4.6,sunny
16-07-2013,0,31.1,18.3,4.1,sunny
17-07-2013,0,22.2,15,3.7,sunny
18-07-2013,0,26.1,13.9,2,sunny
19-07-2013,0,27.8,13.3,1.9,sunny
20-07-2013,0,25,13.3,2,sunny
21-07-2013,0,23.9,12.8,2.3,sunny
22-07-2013,0,26.1,13.3,2.4,foggy
23-07-2013,0,31.1,13.9,3,sunny
24-07-2013,0,31.1,14.4,2.5,sunny
25-07-2013,0,31.1,12.8,2.3,sunny
26-07-2013,0,31.1,14.4,2.9,sunny
27-07-2013,0,25.6,12.8,2.6,sunny
28-07-2013,0,21.1,12.2,3.4,foggy
29-07-2013,0,25,13.3,1.4,sunny
30-07-2013,0,25,13.3,2.8,sunny
31-07-2013,0,21.7,13.3,1.8,sunny
01-08-2013,0,20.6,13.3,3.9,sunny
02-08-2013,2,17.2,15,2,rainy
03-08-2013,0,25,15.6,2.4,foggy
04-08-2013,0,28.9,15,3.4,sunny
05-08-2013,0,30,15,2.1,sunny
06-08-2013,0,30.6,13.9,1.4,sunny
07-08-2013,0,31.1,13.9,1.9,sunny
08-08-2013,0,28.3,14.4,2.5,sunny
09-08-2013,0,28.3,14.4,2.1,sunny
10-08-2013,2.3,25.6,15,2.9,rainy
11-08-2013,0,25,14.4,2.9,sunny
12-08-2013,0,25.6,16.1,1.9,sunny
13-08-2013,0,27.8,15,1.8,sunny
14-08-2013,0.8,27.2,15,2,rainy
15-08-2013,1.8,21.1,17.2,1,rainy
16-08-2013,0,28.9,16.1,2.2,foggy
17-08-2013,0,25.6,17.2,3,sunny
18-08-2013,0,26.1,15.6,3.1,sunny
19-08-2013,0,26.7,15.6,3,sunny
20-08-2013,0,25.6,16.1,4.6,sunny
21-08-2013,0,27.8,15,4.3,sunny
22-08-2013,0,28.9,15,1.9,sunny
23-08-2013,0,25,16.1,4.1,sunny
24-08-2013,0,25,16.7,2.7,sunny
25-08-2013,0.3,22.2,16.1,2.6,rainy
26-08-2013,1,24.4,16.1,1.9,rainy
27-08-2013,1.3,26.7,17.2,1.4,rainy
28-08-2013,5.6,26.7,15.6,1.3,rainy
29-08-2013,19.3,23.9,18.3,3,rainy
30-08-2013,0,26.1,16.1,2.9,sunny
31-08-2013,0,27.8,13.9,2.6,sunny
01-09-2013,0,27.8,15.6,2.5,sunny
02-09-2013,0,27.8,17.2,2.1,sunny
03-09-2013,2.3,25,16.7,1.7,rainy
04-09-2013,0.3,22.8,16.1,2.4,rainy
05-09-2013,27.7,20,15.6,2.5,rainy
06-09-2013,21.3,21.7,16.1,2.6,rainy
07-09-2013,0,23.3,17.2,2,sunny
08-09-2013,0,26.7,14.4,1.5,foggy
09-09-2013,0,26.1,13.9,2.1,sunny
10-09-2013,0,26.7,15,3.7,sunny
11-09-2013,0,33.9,16.1,2.4,sunny
12-09-2013,0,25.6,15,1.7,sunny
13-09-2013,0,18.9,15.6,2,sunny
14-09-2013,0,21.7,15.6,1.4,foggy
15-09-2013,3.3,18.9,14.4,2.2,rainy
16-09-2013,0.3,21.7,15,4.3,rainy
17-09-2013,0,17.8,13.9,2.3,sunny
18-09-2013,0,21.1,13.3,2.5,sunny
19-09-2013,0,25.6,10,1.5,sunny
20-09-2013,3.6,23.3,13.3,3,rainy
21-09-2013,0,21.1,13.3,2.5,sunny
22-09-2013,13.5,17.2,13.3,5.5,rainy
23-09-2013,2.8,16.1,11.1,4.5,rainy
24-09-2013,0,17.8,10,2.6,sunny
25-09-2013,2,16.1,9.4,3,rainy
26-09-2013,0,17.2,7.2,2.2,sunny
27-09-2013,1,13.9,10.6,4.3,rainy
28-09-2013,43.4,16.7,11.7,6,rainy
29-09-2013,16.8,14.4,11.1,7.1,rainy
30-09-2013,18.5,13.9,10,6.3,rainy
01-10-2013,7.9,14.4,8.9,4.7,rainy
02-10-2013,5.3,12.8,9.4,2.4,rainy
03-10-2013,0.8,14.4,8.9,0.9,rainy
04-10-2013,0,17.8,5.6,1.1,sunny
05-10-2013,0,20,8.3,1.6,sunny
06-10-2013,4.1,22.8,7.8,2.6,rainy
07-10-2013,0.5,16.1,11.7,6.3,rainy
08-10-2013,6.9,13.9,7.8,3,rainy
09-10-2013,0,15,5.6,1.6,sunny
10-10-2013,1,14.4,8.3,1.7,rainy
11-10-2013,9.1,13.9,10.6,1,rainy
12-10-2013,1,14.4,8.9,2.2,rainy
13-10-2013,0,15,6.7,1.8,foggy
14-10-2013,0,15.6,3.9,1.6,sunny
15-10-2013,0,15.6,5,0.9,sunny
16-10-2013,0,12.8,8.9,2.7,foggy
17-10-2013,0,14.4,8.9,1.7,foggy
18-10-2013,0,12.8,7.2,1.2,sunny
19-10-2013,0,10.6,7.8,1.4,sunny
20-10-2013,0,10.6,7.8,2.4,sunny
21-10-2013,0,11.7,8.3,2.5,sunny
22-10-2013,0,14.4,7.2,1.9,sunny
23-10-2013,0,12.8,6.1,0.4,sunny
24-10-2013,0,10,6.1,0.6,sunny
25-10-2013,0,12.2,7.8,1.8,sunny
26-10-2013,0,11.7,8.3,2.7,sunny
27-10-2013,1.8,13.9,8.3,4.4,rainy
28-10-2013,0,14.4,7.2,5.1,sunny
29-10-2013,0,13.3,3.3,2.2,sunny
30-10-2013,0.5,15,5.6,3.9,rainy
31-10-2013,0.3,14.4,10.6,2.2,rainy
01-11-2013,1.3,17.8,11.7,1.4,rainy
02-11-2013,12.7,14.4,8.3,7.9,rainy
03-11-2013,0.5,12.2,4.4,2.4,rainy
04-11-2013,0,10.6,3.9,1.6,cloudy
05-11-2013,2.5,13.3,7.2,3.1,rainy
06-11-2013,3.8,12.8,7.8,1.7,rainy
07-11-2013,30,11.1,10,7.2,rainy
08-11-2013,0,13.3,7.2,4.1,sunny
09-11-2013,1.8,11.1,5,1.4,rainy
10-11-2013,0,11.1,8.3,4.4,sunny
11-11-2013,0,16.1,6.1,2.6,foggy
12-11-2013,4.1,15.6,8.9,2.2,rainy
13-11-2013,0,13.9,10.6,3.8,sunny
14-11-2013,1.3,11.1,6.1,1.1,rainy
15-11-2013,3,10.6,7.2,6,rainy
16-11-2013,0,10,5,4.6,sunny
17-11-2013,5.3,11.7,7.2,5.4,rainy
18-11-2013,26.2,12.8,9.4,3.9,rainy
19-11-2013,1,13.3,4.4,5.1,rainy
20-11-2013,0,7.8,1.7,4.3,sunny
21-11-2013,0,7.8,-0.5,3.6,sunny
22-11-2013,0,9.4,0,4.6,sunny
23-11-2013,0,11.1,1.1,2.6,sunny
24-11-2013,0,11.7,0.6,0.9,foggy
25-11-2013,0,12.2,2.2,0.5,sunny
26-11-2013,0,12.2,2.8,1,sunny
27-11-2013,0,14.4,5.6,1.3,sunny
28-11-2013,0,11.7,3.3,0.7,sunny
29-11-2013,0.5,9.4,5,2.1,rainy
30-11-2013,2.3,11.1,7.2,3.9,rainy
01-12-2013,3,13.3,7.8,8.8,rainy
02-12-2013,4.6,7.8,1.7,3.5,rainy
03-12-2013,0,5,-0.5,5.6,sunny
04-12-2013,0,4.4,-2.1,1.6,sunny
05-12-2013,0,1.1,-4.9,2.6,sunny
06-12-2013,0,1.1,-4.3,4.7,sunny
07-12-2013,0,0,-7.1,3.1,sunny
08-12-2013,0,2.2,-6.6,2.2,sunny
09-12-2013,0,1.1,-4.9,1.3,sunny
10-12-2013,0,5.6,0.6,1.5,sunny
11-12-2013,0,5,-1.6,0.8,sunny
12-12-2013,6.9,5.6,-0.5,2.3,rainy
13-12-2013,0.5,9.4,5.6,2.9,rainy
14-12-2013,0,9.4,6.1,3.7,sunny
15-12-2013,1.3,11.7,8.3,3.9,rainy
16-12-2013,0.3,10,4.4,1,rainy
17-12-2013,0,8.3,4.4,2.7,sunny
18-12-2013,1.3,7.8,2.2,2.8,rainy
19-12-2013,0,5,0,2.1,sunny
20-12-2013,5.6,8.3,0.6,3.7,snowy
21-12-2013,5.6,8.9,5.6,2.3,rainy
22-12-2013,10.7,10.6,8.3,4,rainy
23-12-2013,1.5,11.7,6.1,5.9,rainy
24-12-2013,0,8.3,2.8,1.7,sunny
25-12-2013,0,6.7,1.7,0.8,sunny
26-12-2013,0,6.7,0.6,0.5,sunny
27-12-2013,0.3,8.9,0,2.1,rainy
28-12-2013,0,9.4,3.3,1.3,sunny
29-12-2013,0,7.2,1.7,1.1,sunny
30-12-2013,0.3,8.9,4.4,2.6,rainy
31-12-2013,0.5,8.3,5,1.7,rainy
01-01-2014,0,7.2,3.3,1.2,sunny
02-01-2014,4.1,10.6,6.1,3.2,rainy
03-01-2014,1.5,8.9,2.8,2.6,rainy
04-01-2014,0,7.8,0.6,2.7,foggy
05-01-2014,0,8.3,-0.5,3.7,sunny
06-01-2014,0.3,7.8,-0.5,2.6,rainy
07-01-2014,12.2,8.3,5,1.6,rainy
08-01-2014,9.7,10,7.2,4.6,rainy
09-01-2014,5.8,9.4,5.6,6.3,rainy
10-01-2014,4.3,12.8,8.3,7,rainy
11-01-2014,21.3,14.4,7.2,8.8,rainy
12-01-2014,1.5,11.1,5.6,8.1,rainy
13-01-2014,0,10.6,10,7.1,sunny
14-01-2014,0,11.1,7.2,1.3,sunny
15-01-2014,0,11.1,5.6,2.5,sunny
16-01-2014,0,6.7,4.4,2.7,sunny
17-01-2014,0,5.6,2.8,2.3,sunny
18-01-2014,0,9.4,0.6,2.2,sunny
19-01-2014,0,6.1,3.3,2.5,sunny
20-01-2014,0,10,2.8,2.2,sunny
21-01-2014,0,10,1.7,1.5,sunny
22-01-2014,0.5,9.4,5.6,2.6,rainy
23-01-2014,0,10,2.8,5.2,foggy
24-01-2014,0,12.8,1.1,1.9,sunny
25-01-2014,0,12.2,1.1,0.8,sunny
26-01-2014,0,8.3,0.6,1.3,sunny
27-01-2014,0,9.4,1.7,1.3,sunny
28-01-2014,8.9,11.1,6.1,1.6,rainy
29-01-2014,21.6,11.1,7.2,3.4,rainy
30-01-2014,0,8.3,6.1,6.4,sunny
31-01-2014,2.3,7.8,5.6,2.6,rainy
01-02-2014,2,7.8,2.8,0.8,rainy
02-02-2014,0,8.9,1.1,2.5,sunny
03-02-2014,0,5,0,4.3,sunny
04-02-2014,0,2.8,-2.1,4.7,sunny
05-02-2014,0,-0.5,-5.5,6.6,sunny
06-02-2014,0,-1.6,-6,4.5,sunny
07-02-2014,0,3.3,-4.9,4.2,sunny
08-02-2014,5.1,5.6,-0.5,4.6,snowy
09-02-2014,0.5,3.9,0,2.4,rainy
10-02-2014,18.3,10,2.2,4.7,rainy
11-02-2014,17,12.2,5.6,3.8,rainy
12-02-2014,4.6,12.2,7.2,6.4,rainy
13-02-2014,1.8,12.8,7.8,6.3,rainy
14-02-2014,9.4,11.7,6.1,6.4,rainy
15-02-2014,11.7,11.1,5,5.1,rainy
16-02-2014,26.4,9.4,3.9,7.9,rainy
17-02-2014,14.5,8.3,4.4,5.5,rainy
18-02-2014,15.2,8.9,5,6.2,rainy
19-02-2014,1,8.3,3.9,6,rainy
20-02-2014,3,10,5.6,6.9,rainy
21-02-2014,2.8,6.7,3.9,2.9,rainy
22-02-2014,2.5,5.6,2.8,3.1,rainy
23-02-2014,6.1,7.2,3.9,2.6,rainy
24-02-2014,13,6.7,3.3,3.2,rainy
25-02-2014,0.3,12.2,3.9,4.5,rainy
26-02-2014,0,13.9,5.6,2.5,sunny
27-02-2014,0,12.8,4.4,2.3,sunny
28-02-2014,0,14.4,4.4,5.9,sunny
01-03-2014,0.5,7.2,4.4,4.7,rainy
02-03-2014,19.1,11.1,2.8,5.7,rainy
03-03-2014,10.7,14.4,8.9,5.1,rainy
04-03-2014,16.5,13.9,7.8,3.9,rainy
05-03-2014,46.7,15.6,10.6,3.9,rainy
06-03-2014,3,13.3,10,6.2,rainy
07-03-2014,0,15.6,8.9,4.2,sunny
08-03-2014,32.3,12.8,6.7,2.7,rainy
09-03-2014,4.3,15,9.4,4.3,rainy
10-03-2014,18.8,12.2,6.1,2.2,rainy
11-03-2014,0,14.4,4.4,2.3,foggy
12-03-2014,0,16.1,3.3,1.9,foggy
13-03-2014,0.5,13.9,5,2.5,rainy
14-03-2014,6.9,14.4,8.3,6.1,rainy
15-03-2014,8.1,16.7,4.4,3,rainy
16-03-2014,27.7,10.6,4.4,3.8,rainy
17-03-2014,0.3,10,2.8,3.2,rainy
18-03-2014,0,10,3.3,1.6,sunny
19-03-2014,0.5,11.1,3.3,5.1,rainy
20-03-2014,0,11.1,1.7,3,sunny
21-03-2014,0,10.6,2.8,3.8,sunny
22-03-2014,0,11.1,1.1,1.8,sunny
23-03-2014,0,12.8,4.4,3.3,sunny
24-03-2014,0,18.9,2.8,2.2,sunny
25-03-2014,4.1,13.9,6.7,4.4,rainy
26-03-2014,3.6,11.1,5.6,2.4,rainy
27-03-2014,0.3,12.2,6.7,2.8,rainy
28-03-2014,22.1,11.7,7.2,3.9,rainy
29-03-2014,14,11.7,7.2,5.1,rainy
30-03-2014,0,11.1,5,5.1,sunny
31-03-2014,0,15.6,2.2,3.8,sunny
01-04-2014,0,14.4,6.7,2.8,sunny
02-04-2014,0,14.4,5.6,4.2,sunny
03-04-2014,2.5,13.3,6.1,3.9,rainy
04-04-2014,0,12.8,6.1,4.7,sunny
05-04-2014,4.6,11.7,7.8,4.3,rainy
06-04-2014,0,13.9,8.3,2.6,sunny
07-04-2014,0,21.1,9.4,2.5,sunny
08-04-2014,4.6,15.6,8.3,4.2,rainy
09-04-2014,0,14.4,6.7,2.9,sunny
10-04-2014,0,15,6.7,3.6,sunny
11-04-2014,0,17.2,5,2.8,sunny
12-04-2014,0,16.1,7.8,4.4,sunny
13-04-2014,0,20.6,5.6,3.1,sunny
14-04-2014,0,20,5.6,2.6,sunny
15-04-2014,0.5,14.4,7.8,4,rainy
16-04-2014,10.9,11.1,8.9,4.6,rainy
17-04-2014,18.5,11.7,7.2,4.7,rainy
18-04-2014,0,14.4,5.6,3.8,sunny
19-04-2014,13.7,11.7,5.6,4.7,rainy
20-04-2014,0,15.6,5.6,2.7,sunny
21-04-2014,5.1,17.2,7.8,2.5,rainy
22-04-2014,14.2,12.2,5,4.2,rainy
23-04-2014,8.9,11.7,6.1,5,rainy
24-04-2014,12.4,13.9,6.1,5.3,rainy
25-04-2014,0,14.4,5.6,2.3,sunny
26-04-2014,3.3,15,5.6,3.9,rainy
27-04-2014,6.9,11.1,6.1,5.8,rainy
28-04-2014,0,16.1,4.4,2.6,sunny
29-04-2014,0,25,9.4,2.3,sunny
30-04-2014,0,27.8,9.4,3.9,sunny
01-05-2014,0,29.4,11.1,3,sunny
02-05-2014,0,18.3,10.6,4.7,sunny
03-05-2014,33.3,15,8.9,3.4,rainy
04-05-2014,16,14.4,8.9,4.2,rainy
05-05-2014,5.1,15.6,9.4,3.8,rainy
06-05-2014,0,16.7,8.3,2.6,sunny
07-05-2014,0,18.3,7.2,1.7,sunny
08-05-2014,13.7,13.9,9.4,3.4,rainy
09-05-2014,2,13.3,7.2,5.6,rainy
10-05-2014,0.5,15.6,7.2,2.1,rainy
11-05-2014,0,18.9,8.3,1.7,sunny
12-05-2014,0,24.4,9.4,2.7,sunny
13-05-2014,0,26.7,12.8,3.8,sunny
14-05-2014,0,27.8,13.3,3.3,sunny
15-05-2014,0,26.7,12.8,3,sunny
16-05-2014,0,20,11.7,4.1,sunny
17-05-2014,0,20,11.7,3.2,sunny
18-05-2014,0,20,10.6,3.2,sunny
19-05-2014,0,21.1,10,2.2,sunny
20-05-2014,0,22.2,10,2.7,sunny
21-05-2014,0,20,10.6,1.7,sunny
22-05-2014,0,24.4,11.7,2.5,sunny
23-05-2014,3.8,20,12.8,4,rainy
24-05-2014,0,18.3,11.1,2.4,sunny
25-05-2014,5.6,15,10.6,1.4,rainy
26-05-2014,0,18.3,11.1,4.5,sunny
27-05-2014,0,20,10,2.5,sunny
28-05-2014,0,18.9,10,3.4,sunny
29-05-2014,0,18.9,11.1,4.3,sunny
30-05-2014,0,20.6,8.9,4.5,sunny
31-05-2014,0,23.3,10,2.2,sunny
01-06-2014,0,22.2,10.6,2.3,sunny
02-06-2014,0,23.3,11.1,2.4,sunny
03-06-2014,0,18.3,11.1,3.2,sunny
04-06-2014,0,19.4,10,2.6,sunny
05-06-2014,0,22.2,10,2.4,sunny
06-06-2014,0,25,10.6,3.2,sunny
07-06-2014,0,24.4,13.3,3.1,sunny
08-06-2014,0,23.3,12.2,2.1,sunny
09-06-2014,0,21.1,13.3,3.6,sunny
10-06-2014,0,20,12.2,2.9,sunny
11-06-2014,0,23.9,11.1,2.7,sunny
12-06-2014,1.8,21.7,12.2,4,rainy
13-06-2014,6.4,15.6,11.1,5,rainy
14-06-2014,0,17.8,11.7,3.2,sunny
15-06-2014,0.5,18.3,10,3.6,rainy
16-06-2014,3.6,17.8,8.9,2.4,rainy
17-06-2014,1.3,17.8,10,3,rainy
18-06-2014,0,18.9,11.1,2.7,sunny
19-06-2014,0.8,25.6,11.7,3.7,rainy
20-06-2014,0.3,20,10,3.4,rainy
21-06-2014,0,22.2,10.6,3.6,sunny
22-06-2014,0,25,11.1,2.7,sunny
23-06-2014,0,25,13.3,2.5,sunny
24-06-2014,0,24.4,14.4,2.5,sunny
25-06-2014,0,26.1,13.9,2.4,sunny
26-06-2014,0,21.1,14.4,4.1,sunny
27-06-2014,1.8,21.1,13.9,4.5,rainy
28-06-2014,2.3,20,13.3,4.3,rainy
29-06-2014,0,20.6,12.8,3.2,sunny
30-06-2014,0,25.6,12.8,4.4,sunny
01-07-2014,0,34.4,15.6,3.5,sunny
02-07-2014,0,27.2,14.4,3.6,sunny
03-07-2014,0,21.7,13.9,3.1,sunny
04-07-2014,0,23.9,13.9,3.6,sunny
05-07-2014,0,24.4,13.3,2.2,foggy
06-07-2014,0,28.9,15,3,sunny
07-07-2014,0,27.2,17.8,4.1,foggy
08-07-2014,0,30,15.6,3.5,sunny
09-07-2014,0,26.7,13.9,2.3,sunny
10-07-2014,0,28.9,12.8,2.2,foggy
11-07-2014,0,31.1,15,2.2,sunny
12-07-2014,0,32.2,16.7,2.2,sunny
13-07-2014,0,29.4,15,2.6,sunny
14-07-2014,0,27.8,15,2.8,sunny
15-07-2014,0,31.1,13.9,2.3,sunny
16-07-2014,0,31.1,14.4,2.4,sunny
17-07-2014,0,26.7,13.9,3.7,sunny
18-07-2014,0,23.9,11.7,2.8,sunny
19-07-2014,0,25.6,15,5.4,foggy
20-07-2014,0,19.4,14.4,2.8,sunny
21-07-2014,0,23.9,13.3,2.2,sunny
22-07-2014,0.3,21.1,13.3,1.1,rainy
23-07-2014,19.3,18.9,13.3,3.3,rainy
24-07-2014,0,20.6,12.8,4.7,sunny
25-07-2014,0,22.8,12.2,2.7,sunny
26-07-2014,0,26.1,13.3,3.6,sunny
27-07-2014,0,28.3,15,4.1,sunny
28-07-2014,0,30.6,15,3.7,sunny
29-07-2014,0,30,15.6,2.8,sunny
30-07-2014,0,29.4,14.4,3.4,sunny
31-07-2014,0,30.6,17.8,4.1,sunny
01-08-2014,0,28.9,15,3.3,sunny
02-08-2014,0.5,29.4,15.6,1.7,rainy
03-08-2014,0,31.7,14.4,2.6,sunny
04-08-2014,0,32.8,16.1,2.6,sunny
05-08-2014,0,25,13.9,2.7,sunny
06-08-2014,0,26.1,15,2.2,foggy
07-08-2014,0,25.6,13.3,2.4,foggy
08-08-2014,0,25.6,13.3,2.9,sunny
09-08-2014,0,27.2,15.6,4.1,sunny
10-08-2014,0,30.6,13.9,3.4,sunny
11-08-2014,0.5,35.6,17.8,2.6,rainy
12-08-2014,12.7,27.2,17.2,3.1,rainy
13-08-2014,21.6,23.3,15,2.7,rainy
14-08-2014,0,21.1,17.2,0.6,sunny
15-08-2014,1,24.4,16.7,1.5,rainy
16-08-2014,0,25.6,15.6,2.2,sunny
17-08-2014,0,27.8,15,2.8,sunny
18-08-2014,0,29.4,15.6,3.3,sunny
19-08-2014,0,27.2,15.6,2.4,sunny
20-08-2014,0,21.7,13.9,3.6,sunny
21-08-2014,0,21.1,11.1,1.7,sunny
22-08-2014,0,23.9,13.3,2.9,sunny
23-08-2014,0,27.8,13.9,2,sunny
24-08-2014,0,25,13.3,2.3,sunny
25-08-2014,0,28.9,14.4,2,sunny
26-08-2014,0,31.1,15.6,1.8,sunny
27-08-2014,0,28.9,16.1,1.6,sunny
28-08-2014,0,23.3,14.4,2.3,sunny
29-08-2014,0,22.8,15,3.4,sunny
30-08-2014,8.4,17.8,15,2.2,rainy
31-08-2014,1.3,21.1,13.9,1.9,rainy
